flight_id,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,airlineName,isFreighter,productionLine,ageYears,manufacturer
SWR1249_20180908,4b1801,HB-JCJ,BCS3,ESSA,LSZH,LSZH,,engine,planned,unknown,4bd699d2,engine,planned,unknown,Delta Air Lines,False,Airbus A220,6.8,Airbus
BEL515_20180911,44ccd5,OO-SFU,A332,EBBR,EBBR,KIAD,EBBR,technical,return,unknown,4bd8d7c0,instrument,return,unknown,Brussels Airlines,False,Airbus A330,24.8,Airbus
JBU741_20180913,a898a9,N653JB,A320,KBOS,,KSRQ,,,,,,,,,JetBlue Airways,False,Airbus A320,17.8,Airbus
ARG1478_20180916,e071d1,LV-GGQ,B738,SANT,SABE,SABE,,,,,,,,,Aerolineas Argentinas,False,Boeing 737 NG,8.5,Boeing
LAN706_20180918,e80451,CC-BGK,B789,SCEL,,LEMD,,,,,,,,,LATAM Chile,False,Boeing 787,8.6,Boeing
AFR474_20180918,3949ef,F-GSPP,B772,LFPG,LFPG,MPTO,LFPG,smoke_burn_smell_flames,return,unknown,4bdd92f0,smoke_burn_smell_flames,return,unknown,Air France,False,Boeing 777,23.8,Boeing
AFR474_20180918,3949ef,F-GSPP,B772,LFPG,LFPG,MPTO,LFPG,smoke_burn_smell_flames,return,unknown,4bdd92f0,smoke_burn_smell_flames,return,unknown,Air France,False,Boeing 777,23.8,Boeing
AFR459_20190423,3949ef,F-GSPP,B772,SBGR,,LFPG,,,,,,,,,Air France,False,Boeing 777,23.8,Boeing
GSW1427_20180424,4b1936,HB-JOG,A319,GMAD,LSZH,LSZH,,,,,,,,,Chair Airlines,False,Airbus A319,15.7,Airbus
AFR459_20190423,3949ef,F-GSPP,B772,SBGR,,LFPG,,,,,,,,,Air France,False,Boeing 777,23.8,Boeing
UAL2421_20180918,aa56b5,N76516,B738,KIAH,KLAS,KLAS,,,,,,,,,United Airlines,False,Boeing 737 NG,16.2,Boeing
UAL1640_20180918,a05a25,N12125,B752,KLAX,KDEN,KEWR,KDEN,unclear,diverted,unknown,4bdd9121,smoke_burn_smell_flames,diverted,unknown,United Airlines,False,Boeing 757,26.8,Boeing
UAL102_20180919,a8dd7b,N670UA,B763,KIAH,,EDDM,,,,,,,,,United Airlines,False,Boeing 767,25.3,Boeing
RYR57KL_20180922,4cabbd,EI-FRN,B738,EGPH,EGSS,LFMK,EGSS,unclear,diverted,unknown,,,,,Ryanair,False,Boeing 737 NG,8.5,Boeing
DJT100_20180924,39cc06,F-HTAG,B752,LFPO,LFPO,KEWR,LFPO,unclear,return,hold_to_reduce,,,,,La Compagnie,False,Boeing 757,24.6,Boeing
SAS1049_20180928,478397,LN-RRP,B736,ESNQ,ESPA,ESSA,ESPA,smoke_burn_smell_flames,unclear,unknown,4be477d0,engine,diverted,unknown,SAS Ireland,False,Boeing 737 NG,25.2,Boeing
VLG1524_20180928,343046,EC-KLB,A320,LEBL,LFRS,LFRN,LFRS,unclear,diverted,unknown,,,,,Vueling,False,Airbus A320,17.0,Airbus
ACA833_20181002,c051e6,C-GFAJ,A333,EBBR,CYUL,CYUL,,,,,,,,,Air Canada,False,Airbus A330,25.1,Airbus
ARG1284_20181002,e07191,LV-GFQ,B738,SAEZ,SCEL,SCEL,,,,,,,,,Aerolineas Argentinas,False,Boeing 737 NG,8.9,Boeing
ROU1681_20181003,c01945,C-FJOU,A321,CYYZ,CYYJ,CYYJ,,,,,,,,,Air Canada Rouge,False,Airbus A321,9.0,Airbus
CFG226_20181006,3c4aa1,D-ABUA,B763,EDDF,EDDF,MDPC,EDDF,unclear,return,unknown,,,,,Condor,True,Boeing 767,32.2,Boeing
IBK7MZ_20181006,406f26,G-NRWY,B738,LPFR,LFRS,EGKK,LFRS,unclear,diverted,unknown,,,,,Norwegian Air UK,False,Boeing 737 NG,11.2,Boeing
BRU974_20181008,51008d,EW-437PA,B738,UUBW,,UMMS,,unclear,unclear,unknown,4bec1438,cabin_pressure,planned,unknown,Belavia,False,Boeing 737,24.7,Boeing
SHT3L_20181009,40087a,G-EUPK,A319,EGCC,EGLL,EGLL,,landing_gear,planned,unknown,,,,,British Airways,False,Airbus A319,24.5,Airbus
RYR22BH_20181009,4cace0,EI-GJT,B738,LPPR,EGPH,EGPH,,unclear,planned,unknown,4cea9f3f,misc,planned,unknown,Ryanair,False,Boeing 737 NG,6.6,Boeing
DLH8AH_20181013,3c4dcd,D-ACNM,CRJ9,EDDM,LSGG,LSGG,,smoke_burn_smell_flames,planned,unknown,4beec724,smoke_burn_smell_flames,planned,unknown,Lufthansa CityLine,False,Canadair CRJ 900,14.8,Canadair
AVA088_20181013,aabbd0,N791AV,B788,SAEZ,SAEZ,SKBO,SAEZ,technical,return,unknown,4bf02c72,slats,return,fueldump,Avianca,False,Boeing 787,8.3,Boeing
UAL933_20181014,a1d546,N217UA,B772,EDDF,KIAD,KIAD,,,,,,,,,United Airlines,False,Boeing 777,24.3,Boeing
AFR17DA_20181017,392af8,F-GKXY,A320,LIRF,LIMC,LFPG,LIMC,technical,diverted,unknown,4bf2321a,fuel_leak,diverted,unknown,Air France,False,Airbus A320,15.0,Airbus
AFR17DA_20181017,392af8,F-GKXY,A320,LIRF,LIMC,LFPG,LIMC,technical,diverted,unknown,4bf2321a,fuel_leak,diverted,unknown,Air France,False,Airbus A320,15.0,Airbus
AFR102J_20181114,392af8,F-GKXY,A320,LFPG,,LPPT,LFBD,technical,diverted,unknown,,,,,Air France,False,Airbus A320,15.0,Airbus
AFR102J_20181114,392af8,F-GKXY,A320,LFPG,,LPPT,LFBD,technical,diverted,unknown,,,,,Air France,False,Airbus A320,15.0,Airbus
JBU570_20181021,a8222c,N623JB,A320,KFLL,KBOS,KBOS,,,,,,,,,JetBlue Airways,False,Airbus A320,19.4,Airbus
FDX621_20181023,a83477,N628FE,MD11,KAUS,,KMEM,,,,,,,,,FedEx - Federal Express,True,McDonnell Douglas MD-11,33.5,McDonnell Douglas
DAL589_20181023,ab03a4,N809DN,B739,KMSP,KMSP,KSEA,KMSP,cracked_windshield,return,unknown,4bf6199a,misc,return,unknown,Delta Air Lines,False,Boeing 737 NG,11.0,Boeing
ARG1141_20181025,e06589,LV-FVI,A332,LIRF,,SAEZ,,,,,,,,,Aerolineas Argentinas,False,Airbus A330,9.6,Airbus
UAL1566_20181026,a52c4f,N432UA,A320,KIAD,MMMX,MMMX,,,,,,,,,United Airlines,False,Airbus A320,28.6,Airbus
AFR24NG_20181029,393320,F-GMZA,A321,LFML,LFLL,LFPO,LFLL,smoke_burn_smell_flames,diverted,unknown,,,,,Air France,False,Airbus A321,30.5,Airbus
VIV3719_20181030,0d0ac8,XA-VAY,A320,MMTJ,,MMMX,,,,,,,,,VivaAerobus,False,Airbus A320,6.8,Airbus
FDX1446_20181031,aa1e41,N751FD,A306,KMEM,KPIT,KPIT,,,,,,,,,FedEx - Federal Express,True,Airbus A300,33.0,Airbus
TAP087_20181101,4951e2,CS-TOB,A343,LPPT,,SBGR,,,,,,,,,TAP Air Portugal,False,Airbus A340,29.9,Airbus
DAL2412_20181101,abd2e6,N861DN,B739,KMSP,KSFO,KSFO,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2412_20181101,abd2e6,N861DN,B739,KMSP,KSFO,KSFO,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2412_20181101,abd2e6,N861DN,B739,KMSP,KSFO,KSFO,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2412_20181101,abd2e6,N861DN,B739,KMSP,KSFO,KSFO,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL1644_20190414,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL1644_20190414,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL1644_20190414,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL1644_20190414,abd2e6,N861DN,B739,KSLC,KLAS,KLAS,,,,,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2785_20190524,abd2e6,N861DN,B739,KDTW,KLAX,KLAX,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL564_20180820,a44988,N3756,B738,KATL,,MMGL,,,,,,,,,Delta Air Lines,False,Boeing 737 NG,23.3,Boeing
DAL2274_20190622,abd2e6,N861DN,B739,KATL,KDEN,KDEN,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2274_20190622,abd2e6,N861DN,B739,KATL,KDEN,KDEN,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2274_20190622,abd2e6,N861DN,B739,KATL,KDEN,KDEN,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
DAL2274_20190622,abd2e6,N861DN,B739,KATL,KDEN,KDEN,,unclear,unclear,unknown,,,,,Delta Air Lines,False,Boeing 737,8.4,Boeing
BAW269_20181106,406a04,G-XLEE,A388,EGLL,EGLL,KLAX,EGLL,engine,return,fueldump,,,,,British Airways,False,Airbus A380,11.1,Airbus
ICE430_20181108,4cc2a3,TF-FIN,B752,BIKF,,EGPF,,unclear,unclear,unknown,,,,,Icelandair,False,Boeing 757,27.0,Boeing
SWA1948_20181108,abb8ea,N8542Z,B738,KSDF,KDEN,KDEN,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,7.4,Boeing
AZA74F_20181108,4ca7bd,EI-DTF,A320,LIRF,EDDF,EHAM,EDDF,unclear,diverted,unknown,,,,,Alitalia,False,Airbus A320,15.6,Airbus
ASH6004_20181024,ad4bfb,N956LR,CRJ9,KDFW,KMFE,KMFE,,,,,,,,,Mesa Airlines,False,Canadair CRJ 900,19.1,Canadair
LCO1102_20180711,a4f2d3,N418LA,B763,KMIA,KMIA,SAEZ,KMIA,unclear,return,unknown,,,,,LATAM,True,Boeing 767,19.1,Boeing
TPU966_20181112,a611c2,N490TA,A320,SAEZ,,SPJC,,,,,,,,,Avianca Costa Rica,False,Airbus A320,20.2,Airbus
AAL2665_20181113,a47903,N388AA,B763,KPHL,KPHL,KMIA,KPHL,cabin_pressure,return,unknown,4c05e30c,maintenance,return,unknown,American Airlines,True,Boeing 767,29.9,Boeing
AAL2665_20181113,a47903,N388AA,B763,KPHL,KPHL,KMIA,KPHL,cabin_pressure,return,unknown,4c05e30c,maintenance,return,unknown,American Airlines,True,Boeing 767,29.9,Boeing
AAL207_20181206,a47903,N388AA,B763,LIMC,,KMIA,KJFK,technical,diverted,unknown,,,,,American Airlines,True,Boeing 767,29.9,Boeing
BAW869_20181117,400980,G-EUUE,A320,LHBP,,EGLL,,unclear,planned,unknown,,,,,British Airways,False,Airbus A320,22.6,Airbus
AFR1464_20181119,3944f3,F-GRHT,A319,LFPG,LFPG,ULLI,LFPG,unclear,return,unknown,,,,,Air France,False,Airbus A319,23.8,Airbus
GLO1524_20181119,e48c2f,PR-GUX,B738,SBGR,SBFZ,SBFZ,,,,,,,,,Gol,False,Boeing 737 NG,11.9,Boeing
EZY130_20181123,4074af,G-EZRP,A320,EGAA,EGCC,EGCC,,unclear,planned,unknown,,,,,easyJet,False,Airbus A320,6.8,Airbus
AFR362V_20181123,3991e1,F-HEPB,A320,LFBO,LFPG,LFPG,,unclear,planned,unknown,,,,,Air France,False,Airbus A320,14.7,Airbus
AFR362V_20181123,3991e1,F-HEPB,A320,LFBO,LFPG,LFPG,,unclear,planned,unknown,,,,,Air France,False,Airbus A320,14.7,Airbus
AFR28AT_20190602,3991e1,F-HEPB,A320,LFPG,EDDF,EPWA,EDDF,unclear,diverted,unknown,,,,,Air France,False,Airbus A320,14.7,Airbus
AFR28AT_20190602,3991e1,F-HEPB,A320,LFPG,EDDF,EPWA,EDDF,unclear,diverted,unknown,,,,,Air France,False,Airbus A320,14.7,Airbus
UAL21_20181124,a92d6d,N69020,B772,EHAM,EGPH,KIAH,EGPH,unclear,diverted,unknown,,,,,United Airlines,False,Boeing 777,17.6,Boeing
SHT64U_20181126,400941,G-EUOI,A319,EGPE,EGLL,EGLL,,cabin_pressure,planned,unknown,,,,,British Airways,False,Airbus A319,23.1,Airbus
CRL911_20181126,39ca8d,F-HSUN,B744,FMEE,LFPO,LFPO,,bird,planned,unknown,,,,,Corsair,False,Boeing 747,31.4,Boeing
JIA5686_20181128,a79890,N589NN,CRJ9,KCLT,,KLIT,,,,,,,,,PSA Airlines,False,Canadair CRJ 900,8.8,Canadair
AAL63_20181129,aa1dcd,N751AN,B772,LFPG,EINN,KMIA,EINN,engine,diverted,unknown,4c0ea5a0,engine,diverted,unknown,American Airlines,False,Boeing 777,23.7,Boeing
UAL818_20181201,a43667,N37018,B772,SAEZ,,KIAH,,,,,,,,,United Airlines,False,Boeing 777,22.6,Boeing
AAL80_20181201,aaa6dd,N786AN,B772,KDFW,,EGLL,,,,,,,,,American Airlines,False,Boeing 777,24.6,Boeing
SWA3763_20181202,a2536f,N249WN,B737,KLGA,KMDW,KMDW,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,18.3,Boeing
SWA1915_20181205,a620f5,N494WN,B737,KSMF,KLAS,KLAS,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,20.0,Boeing
AFR765U_20181206,392aeb,F-GKXL,A320,LFLL,LFPG,LFPG,,cabin_pressure,unclear,unknown,,,,,Air France,False,Airbus A320,18.8,Airbus
ARG1543_20181207,e072d3,LV-GKS,B738,SAME,SABE,SABE,,,,,,,,,Aerolineas Argentinas,False,Boeing 737 NG,8.0,Boeing
AZU8710_20181212,e4910e,PR-AIW,A332,SBRF,,KMCO,,,,,,,,,Azul,False,Airbus A330,22.8,Airbus
ABY1692_20181206,8964da,A6-AOT,A320,OEJN,OMSJ,OMSJ,,unclear,unclear,unknown,,,,,Air Arabia,False,Airbus A320,7.3,Airbus
EZY64VZ_20181209,405635,G-EZDF,A319,LPPT,EGPH,EGPH,,unclear,unclear,unknown,,,,,easyJet,False,Airbus A319,16.7,Airbus
EZY64VZ_20181209,405635,G-EZDF,A319,LPPT,EGPH,EGPH,,unclear,unclear,unknown,,,,,easyJet,False,Airbus A319,16.7,Airbus
EZY42LB_20181213,405635,G-EZDF,A319,EGPH,EGGD,LEMD,EGGD,unclear,diverted,unknown,,,,,easyJet,False,Airbus A319,16.7,Airbus
EZY42LB_20181213,405635,G-EZDF,A319,EGPH,EGGD,LEMD,EGGD,unclear,diverted,unknown,,,,,easyJet,False,Airbus A319,16.7,Airbus
UAL14_20181211,a8a110,N655UA,B763,KEWR,,EGLL,,unclear,planned,unknown,,,,,United Airlines,False,Boeing 767,32.0,Boeing
RYR51AA_20181215,4ca84a,EI-EMB,B738,EIDW,EIDW,GCRR,EIDW,unclear,return,unknown,,,,,Ryanair,False,Boeing 737 NG,14.6,Boeing
SHT13H_20181216,400804,G-EUPD,A319,EGNT,EGLL,EGLL,,engine,planned,unknown,,,,,British Airways,False,Airbus A319,25.0,Airbus
NKS1083_20181220,a86671,N640NK,A320,KMCO,KDFW,KDFW,,,,,,,,,Spirit Airlines,False,Airbus A320,9.7,Airbus
ASA395_20181221,a5bb1b,N469AS,B739,KSEA,KPDX,KPDX,,,,,,,,,Alaska Airlines,False,Boeing 737 NG,10.3,Boeing
AAL1619_20181221,abfb46,N871NN,B738,KPHX,,KSEA,,,,,,,,,American Airlines,False,Boeing 737 NG,13.3,Boeing
GLO1523_20181223,e47ecd,PR-GTA,B738,SBFZ,,SBGR,,,,,,,,,Transportes Aereos Inter,True,Boeing 737 NG,18.8,Boeing
BAW2578_20181226,406b58,G-GATH,A320,EGKK,LFPG,LIMF,LFPG,smoke_burn_smell_flames,diverted,unknown,4c2125ae,smoke_burn_smell_flames,diverted,unknown,BA Connect,False,Airbus A320,23.6,Airbus
EZY29JH_20180617,406f01,G-EZOZ,A320,EGKK,,LIMC,LFPG,technical,diverted,unknown,,,,,easyJet,False,Airbus A320,8.9,Airbus
JIA5633_20181231,a70bc9,N553NN,CRJ9,KPIT,KCLT,KCLT,,,,,,,,,PSA Airlines,False,Canadair CRJ 900,10.2,Canadair
ACA878_20190101,c038a7,C-FVLU,B789,CYYZ,,LSZH,,,,,,,,,Air Canada,False,Boeing 787,6.8,Boeing
AAL944_20190104,aae465,N8001N,A319,KSTL,KMIA,KMIA,,,,,,,,,American Airlines,False,Airbus A319,11.4,Airbus
CCM780R_20190108,398640,F-HBSA,A320,LFKB,LFLL,LFPO,LFLL,unclear,diverted,unknown,,,,,Air Corsica,False,Airbus A320,15.6,Airbus
AWI4856_20190109,a58fe9,N458AW,CRJ2,KORD,KMKE,KMKE,,,,,,,,,Air Wisconsin,True,Canadair CRJ,21.1,Canadair
SWA1260_20190110,abb4ea,N8530W,B738,KDAL,KPHL,KPHL,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,7.6,Boeing
NKS327_20190112,a9335a,N692NK,A320,KBWI,,KIAH,,,,,,,,,Spirit Airlines,False,Airbus A320,6.0,Airbus
AAL1328_20190112,abca00,N859NN,B738,KDFW,KCOS,KCOS,,,,,,,,,American Airlines,False,Boeing 737 NG,14.1,Boeing
ICE53B_20190114,4cc271,TF-ISK,B752,EGCC,EGPF,BIKF,EGPF,smoke_burn_smell_flames,diverted,unknown,4c2eb46c,smoke_burn_smell_flames,diverted,unknown,Icelandair,False,Boeing 757,33.4,Boeing
EZY721Z_20190118,405631,G-EZDA,A319,LFLL,LFLL,LFRN,LFLL,unclear,return,unknown,,,,,easyJet,False,Airbus A319,16.8,Airbus
RPA3301_20190118,a871ec,N643RW,E170,CYRQ,KIND,KIND,,,,,,,,,Envoy Air,False,Embraer ERJ170,19.9,Embraer
AVA088_20190120,a2c7ff,N279AV,A332,SAEZ,,SKBO,,,,,,,,,Avianca,False,Airbus A330,13.0,Airbus
UAL342_20190120,aa7e7a,N77536,B738,KORD,KPHL,KBOS,KPHL,fuel_leak,diverted,unknown,,,,,United Airlines,False,Boeing 737 NG,8.3,Boeing
EZY64UQ_20190120,40631d,G-EZFY,A319,EGKK,EGPF,EGPF,,technical,planned,unknown,,,,,easyJet,False,Airbus A319,14.3,Airbus
TAM3090_20190120,e4808c,PR-MHF,A320,SBGL,,SBSG,,,,,,,,,LATAM Brasil,False,Airbus A320,17.4,Airbus
VOI893_20190120,a6a11e,N526VL,A320,KDFW,,MMGL,,,,,,,,,Volaris,False,Airbus A320,9.8,Airbus
GLO1586_20190121,e4814a,PR-VBF,B738,SBGR,,SBSG,,,,,,,,,Gol,False,Boeing 737 NG,16.3,Boeing
GLO1586_20190121,e4814a,PR-VBF,B738,SBGR,,SBSG,,,,,,,,,Gol,False,Boeing 737 NG,16.3,Boeing
GLO1591_20190201,e4814a,PR-VBF,B738,SBSG,,SBGR,,,,,,,,,Gol,False,Boeing 737 NG,16.3,Boeing
GLO1591_20190201,e4814a,PR-VBF,B738,SBSG,,SBGR,,,,,,,,,Gol,False,Boeing 737 NG,16.3,Boeing
SKW5113_20190121,acae9a,N916SW,CRJ2,KDEN,KDEN,KRKS,KDEN,unclear,return,hold_to_reduce,,,,,SkyWest Airlines,False,Canadair CRJ 100,22.6,Canadair
AAL1860_20190123,aa2e6f,N755US,A319,KCLT,KALB,KALB,,,,,,,,,American Airlines,False,Airbus A319,24.2,Airbus
JIA5203_20190124,a7b4ea,N596NN,CRJ9,KPIT,KCLT,KCLT,,,,,,,,,PSA Airlines,False,Canadair CRJ 900,8.4,Canadair
VIR3N_20190117,4063e6,G-VSXY,A333,EGLL,EGLL,KJFK,EGLL,engine,return,unknown,4c2ff008,engine,return,unknown,Virgin Atlantic,False,Airbus A330,13.9,Airbus
KLM1293_20190124,48455b,PH-BGD,B737,EHAM,EGPH,EGPH,,unclear,planned,unknown,,,,,KLM,False,Boeing 737,16.4,Boeing
FFT1428_20190126,a98408,N712FR,A321,KPHX,KPHX,KORD,KPHX,unclear,return,hold_to_reduce,,,,,Frontier Airlines,False,Airbus A321,8.4,Airbus
ACA265_20190128,c010ea,C-FGKN,A321,CYYZ,,CYWG,,,,,,,,,Air Canada,False,Airbus A321,17.7,Airbus
UAL1010_20190130,a3ef1b,N35236,B738,KIAH,,MMUN,,,,,,,,,United Airlines,False,Boeing 737 NG,25.2,Boeing
UAL62_20190202,a8c4d8,N664UA,B763,KIAH,,SBGR,,,,,,,,,United Airlines,False,Boeing 767,26.4,Boeing
FDX1650_20190206,a7fa65,N613FE,MD11,KLAX,KIND,KIND,,,,,,,,,FedEx - Federal Express,True,McDonnell Douglas MD-11,28.8,McDonnell Douglas
UAE15_20190208,8960ed,A6-EDL,A388,OMDB,EGCC,EGKK,EGCC,weather_damage,diverted,unknown,4c43df30,misc,diverted,unknown,Emirates,False,Airbus A380,14.8,Airbus
AMX008_20190209,ad7633,N967AM,B788,EGLL,,MMMX,EGLL,cabin_pressure,return,unknown,4c406589,air_condition,return,unknown,Aeromexico,False,Boeing 787,10.7,Boeing
AMX008_20190209,ad7633,N967AM,B788,EGLL,,MMMX,EGLL,cabin_pressure,return,unknown,4c406589,air_condition,return,unknown,Aeromexico,False,Boeing 787,10.7,Boeing
AMX008_20190209,ad7633,N967AM,B788,EGLL,,MMMX,EGLL,cabin_pressure,return,unknown,4c406589,air_condition,return,unknown,Aeromexico,False,Boeing 787,10.7,Boeing
AMX090_20191121,ad7633,N967AM,B788,MMMX,,RKSI,,,,,,,,,Aeromexico,False,Boeing 787,10.7,Boeing
AMX090_20191121,ad7633,N967AM,B788,MMMX,,RKSI,,,,,,,,,Aeromexico,False,Boeing 787,10.7,Boeing
AMX057_20200128,ad7633,N967AM,B788,RJAA,,MMMX,,,,,,,,,Aeromexico,False,Boeing 787,10.7,Boeing
AMX057_20200128,ad7633,N967AM,B788,RJAA,,MMMX,,,,,,,,,Aeromexico,False,Boeing 787,10.7,Boeing
AMX057_20200128,ad7633,N967AM,B788,RJAA,,MMMX,,,,,,,,,Aeromexico,False,Boeing 787,10.7,Boeing
AAL2772_20190215,ac0dd9,N876NN,B738,KJFK,KAUS,KAUS,,,,,,,,,American Airlines,False,Boeing 737 NG,13.2,Boeing
GLO1554_20190215,e47faa,PR-GTJ,B738,SBSP,,SBRF,,,,,,,,,Transportes Aereos Inter,False,Boeing 737 NG,18.0,Boeing
JBU1166_20190217,aac3f4,N793JB,A320,KLGB,KSMF,KSMF,,,,,,,,,JetBlue Airways,False,Airbus A320,13.7,Airbus
WJA701_20190219,c0809d,C-GWSI,B736,CYYZ,,CYVR,,,,,,,,,WestJet,False,Boeing 737 NG,19.0,Boeing
AZU8750_20190221,e4908e,PR-AIV,A332,SBKP,,LPPT,,,,,,,,,Azul,False,Airbus A330,21.6,Airbus
FDX5392_20190221,a841f5,N631FE,MD11,LFPG,LFPG,KEWR,LFPG,unclear,return,unknown,,,,,FedEx - Federal Express,True,McDonnell Douglas MD-11,33.1,McDonnell Douglas
TVF39AU_20190526,3964f9,F-GZHZ,B738,LFRS,LFRS,LIRF,LFRS,unclear,return,unknown,4c87af60,fuel_leak,return,unknown,Transavia France,False,Boeing 737 NG,18.8,Boeing
TVF39AU_20190526,3964f9,F-GZHZ,B738,LFRS,LFRS,LIRF,LFRS,unclear,return,unknown,4c87af60,fuel_leak,return,unknown,Transavia France,False,Boeing 737 NG,18.8,Boeing
SWA597_20190222,abb624,N8539V,B738,KHOU,,KPHX,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,7.4,Boeing
RYR419Y_20190225,4ca34a,EI-FIA,B738,LIME,EDDF,EGSS,EDDF,unclear,diverted,unknown,,,,,Ryanair,False,Boeing 737 NG,9.9,Boeing
UAL1712_20190226,aa7abd,N77430,B739,KDEN,KSMF,KSMF,,,,,,,,,United Airlines,False,Boeing 737 NG,15.9,Boeing
ASA1100_20190226,ab7ba5,N839VA,A320,KSFO,KBNA,KBNA,,,,,,,,,Alaska Airlines,False,Airbus A320,13.8,Airbus
EZY85YK_20190301,406a95,G-EZWU,A320,EGPH,EGPH,EDDH,EGPH,unclear,return,unknown,,,,,easyJet,False,Airbus A320,10.6,Airbus
RYR6827_20190305,4ca9d3,EI-EVK,B738,LPFR,EGPH,EGPH,,unclear,planned,unknown,,,,,Ryanair,False,Boeing 737,12.7,Boeing
AFR361V_20190306,3991e8,F-HEPI,A320,LFBO,LFPG,LFPG,,unclear,unclear,unknown,,,,,Air France,False,Airbus A320,7.4,Airbus
FDX1601_20190307,a10fe8,N168FE,B763,KDFW,KIND,KIND,,,,,,,,,FedEx - Federal Express,True,Boeing 767,6.1,Boeing
EZY96LA_20190307,406669,G-EZUO,A320,EGPF,EGPF,EGAA,EGPF,technical,return,hold_to_reduce,4c51a57b,hydraulics,return,unknown,easyJet,False,Airbus A320,12.7,Airbus
SWA2263_20190308,aa5d2e,N767SW,B737,KSTL,KBOS,KLGA,KBOS,,,,,,,,Southwest Airlines,False,Boeing 737 NG,24.6,Boeing
