flight_id,icao24,registration,typecode,origin,landing,destination,diverted,tweet_problem,tweet_result,tweet_fueldump,avh_id,avh_problem,avh_result,avh_fueldump,airlineName,isFreighter,productionLine,ageYears,manufacturer
RYR77FJ_20190807,4ca564,EI-DPY,B738,EGCC,,LEBL,LFBO,technical,diverted,hold_to_reduce,,,,,Ryanair,False,Boeing 737 NG,17.2,Boeing
ROU1685_20190808,c0482a,C-GBIN,A319,CYUL,CYYJ,CYYJ,,,,,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
ROU1685_20190808,c0482a,C-GBIN,A319,CYUL,CYYJ,CYYJ,,,,,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
ROU1522_20190909,c0482a,C-GBIN,A319,CYUL,CYUL,CYYT,CYUL,cabin_pressure,return,unknown,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
ROU1522_20190909,c0482a,C-GBIN,A319,CYUL,CYUL,CYYT,CYUL,cabin_pressure,return,unknown,,,,,Air Canada Rouge,False,Airbus A319,26.5,Airbus
FDX1429_20190808,a7acc5,N594FE,MD11,KMEM,KSMF,KSMF,,,,,,,,,FedEx - Federal Express,True,McDonnell Douglas MD-11,31.8,McDonnell Douglas
ROU1901_20190809,c020e4,C-FMLV,B763,LGAV,EIDW,CYYZ,EIDW,hydraulics,diverted,unknown,4cb86c3a,hydraulics,diverted,unknown,Air Canada Rouge,False,Boeing 767,28.4,Boeing
SVR2803_20190809,424435,VQ-BCE,A321,UUDD,,UCFM,,,,,,,,,Ural Airlines,False,Airbus A321,19.1,Airbus
EZY79MB_20190810,406a91,G-EZWP,A320,LIBR,LFPG,EGKK,LFPG,unclear,diverted,unknown,,,,,easyJet,False,Airbus A320,10.9,Airbus
TUI93E_20190813,3c4961,D-ABKA,B738,EDDL,,LEIB,LFML,unclear,diverted,unknown,,,,,TUIfly,False,Boeing 737,25.7,Boeing
RAM718D_20190813,020027,CN-RNR,B737,GMMN,LFLL,LFLL,,unclear,unclear,unknown,,,,,Royal Air Maroc,False,Boeing 737 NG,24.7,Boeing
AFR11DN_20190816,394c19,F-GTAZ,A321,LFPG,,LEMD,LFBD,technical,return,unknown,4cba3de2,cabin_pressure,diverted,unknown,Air France,False,Airbus A321,13.1,Airbus
AFR702_20190816,3949e0,F-GSPA,B772,LFPG,LFPG,DIAP,LFPG,unclear,return,unknown,,,,,Air France,False,Boeing 777,26.7,Boeing
UAL1475_20190817,ac0b61,N87507,B738,KORD,KMSN,PANC,KMSN,engine,diverted,unknown,,,,,United Airlines,False,Boeing 737 NG,16.9,Boeing
JBU623_20190817,ad9e73,N977JE,A321,KJFK,KCLE,KLAX,KCLE,smoke_burn_smell_flames,diverted,hold_to_reduce,4cbb8147,smoke_burn_smell_flames,diverted,hold_to_reduce,JetBlue Airways,False,Airbus A321,5.9,Airbus
VIR106F_20190819,406d4c,G-VCRU,B789,KSEA,,EGLL,,,,,,,,,Virgin Atlantic,False,Boeing 787,9.2,Boeing
AFR1145_20190820,3944e1,F-GRHB,A319,UUEE,ELLX,LFPG,ELLX,unclear,diverted,unknown,4cbcbfb7,brakes,diverted,unknown,Air France,False,Airbus A319,25.7,Airbus
DAL173_20190820,ab20e7,N816NW,A333,LIMC,LFPG,KJFK,LFPG,unclear,diverted,fueldump,,,,,Delta Air Lines,False,Airbus A330,17.7,Airbus
DAL773_20190820,a3f120,N353NB,A319,KBOI,,KSLC,,,,,,,,,Delta Air Lines,False,Airbus A319,22.2,Airbus
AAL542_20190822,a8ce4f,N667AW,A320,KPHX,KSMF,KSMF,,,,,,,,,American Airlines,False,Airbus A320,22.8,Airbus
UAL1413_20190823,a533bd,N434UA,A320,KSEA,,KDEN,,,,,,,,,United Airlines,False,Airbus A320,28.6,Airbus
ASH5875_20190824,ac8d6a,N908FJ,CRJ9,KMLI,KMCI,KDFW,KMCI,unclear,diverted,unknown,,,,,Mesa Airlines,False,Canadair CRJ 900,21.1,Canadair
DAL2454_20190824,a8e2d6,N67171,B752,KSNA,KATL,KATL,,,,,,,,,Delta Air Lines,False,Boeing 757,23.6,Boeing
HAL481_20190825,a455ea,N379HA,A332,PHNL,NTAA,NTAA,,,,,,,,,Hawaiian Airlines,False,Airbus A330,9.2,Airbus
AAL199_20190825,aa28f2,N754AN,B772,LIMC,EGLL,KJFK,EGLL,unclear,diverted,unknown,,,,,American Airlines,False,Boeing 777,23.5,Boeing
BAW89P_20190826,406d79,G-ZBKC,B789,KSJC,EGLL,EGLL,,unclear,unclear,unknown,,,,,British Airways,False,Boeing 787,9.1,Boeing
AAL2318_20190826,ac81d2,N905AU,A321,KDFW,KLAX,KLAX,,,,,,,,,American Airlines,False,Airbus A321,7.4,Airbus
DAL2590_20190828,ab43c6,N825DN,B739,KATL,KDEN,KDEN,,,,,,,,,Delta Air Lines,False,Boeing 737 NG,10.3,Boeing
BCS63A_20190829,3c5434,D-AEAT,A306,LEMD,LEMD,EHAM,LEMD,unclear,return,unknown,,,,,EAT Leipzig,True,Airbus A300,30.4,Airbus
TAR635_20190831,02a1cd,TS-ION,B736,LFPO,,DTTJ,LFML,unclear,diverted,unknown,,,,,Tunisair,False,Boeing 737,24.7,Boeing
ASA1384_20190831,a855e2,N636VA,A320,KPSP,KSEA,KSEA,,,,,,,,,Alaska Airlines,False,Airbus A320,16.7,Airbus
ICE10M_20190902,4cc27a,TF-ISV,B752,BIKF,BIKF,LSZH,BIKF,unclear,return,unknown,,,,,Icelandair,False,Boeing 757,25.6,Boeing
DLH469_20190724,3c6571,D-AIKQ,A333,KAUS,,EDDF,,,,,,,,,Lufthansa,False,Airbus A330,12.6,Airbus
UAL1827_20190903,a0acdd,N14228,B738,KEWR,KSAN,KSAN,,,,,,,,,United Airlines,False,Boeing 737 NG,25.5,Boeing
EZY64NL_20190904,400c4a,G-EZIH,A319,EGKK,LFLL,LIEO,LFLL,cracked_windshield,diverted,unknown,,,,,easyJet,False,Airbus A319,19.6,Airbus
NAX10B_20190905,479089,LN-LNI,B789,KLAX,EIDW,LEBL,EIDW,engine,diverted,unknown,4cc72ac7,engine,diverted,unknown,Norwegian Long Haul,False,Boeing 787,8.8,Boeing
CSZ9073_20190906,780d00,B-1713,B738,ZGSZ,RCTP,RCTP,,,,,,,,,Shenzhen Airlines,False,Boeing 737 NG,10.0,Boeing
RPA5939_20190906,ac0307,N873RW,E170,KJFK,KCMH,KCMH,,,,,,,,,Envoy Air,False,Embraer ERJ170,18.2,Embraer
BEE1AJ_20190906,401152,G-JECX,DH8D,EGAC,EGBB,EGBB,,unclear,planned,unknown,,,,,Flybe,False,Bombardier DHC-8,17.6,Bombardier
RYR160H_20190907,4ca242,EI-DCL,B738,,LFBD,,,unclear,unclear,unknown,,,,,Ryanair,False,Boeing 737 NG,20.2,Boeing
MSR845_20190908,0100df,SU-GCR,B738,HECA,,DAAG,,,,,,,,,EgyptAir,False,Boeing 737 NG,15.7,Boeing
AHK681_20190909,780a86,B-LDM,A306,RCTP,RCTP,VHHH,RCTP,unclear,return,unknown,,,,,Air Hong Kong,True,Airbus A300,31.8,Airbus
EDV5460_20190910,a7dadc,N605LR,CRJ9,KATL,KTLH,KTLH,,,,,,,,,Endeavor Air,False,Canadair CRJ 900,16.8,Canadair
ASA445_20190911,a35975,N315AS,B739,KLAX,KSEA,KSEA,,,,,,,,,Alaska Airlines,False,Boeing 737 NG,22.2,Boeing
CPA509_20190911,780173,B-HNK,B773,RJAA,VHHH,VHHH,,,,,,,,,Cathay Pacific,False,Boeing 777,25.2,Boeing
ROU1591_20190911,c0466c,C-GARJ,A319,CYYZ,CYYC,CYYC,,,,,,,,,Air Canada Rouge,False,Airbus A319,27.0,Airbus
VLG3866_20190913,3424d5,EC-KDG,A320,LEPA,,LEAS,,,,,,,,,Vueling,False,Airbus A320,17.7,Airbus
ETH687_20190915,040015,ET-ALO,B763,VIDP,VIDP,HAAB,VIDP,unclear,return,unknown,,,,,Ethiopian Airlines,True,Boeing 767,20.5,Boeing
DKH1295_20190915,78124e,B-1001,A321,ZSPD,VMMC,VMMC,,,,,,,,,Juneyao Airlines,False,Airbus A321,7.3,Airbus
IBK3502_20190915,4ca506,EI-FHM,B738,EKCH,,EGPH,,unclear,unclear,unknown,,,,,Norwegian Air International,False,Boeing 737 NG,9.2,Boeing
JBU1447_20190916,a2d27c,N281JB,E190,KHPN,KTPA,KTPA,,,,,,,,,JetBlue Airways,False,Embraer ERJ190,17.2,Embraer
SWR358_20190916,4b17f8,HB-JCA,BCS3,LSGG,,EGLL,LSGG,engine,return,unknown,4cce7a9f,engine,return,unknown,Delta Air Lines,False,Airbus A220,7.6,Airbus
RPA6144_20190918,abf1d2,N869RW,E170,KCMH,KIND,KIND,,unclear,unclear,unknown,,,,,Envoy Air,False,Embraer ERJ170,18.4,Embraer
JAF20K_20190919,44d2b6,OO-TUV,B738,EBBR,LEJR,LEJR,,,,,,,,,TUI Airlines Belgium,False,Boeing 737 NG,13.4,Boeing
WJA556_20190919,c01f52,C-FLWJ,B737,CYYC,CYKF,CYKF,,,,,,,,,WestJet,False,Boeing 737 NG,13.9,Boeing
AUI949_20190920,5082c8,UR-PSG,B738,UKLL,LFML,LEBL,LFML,unclear,diverted,unknown,,,,,Ukraine Air Alliance,False,Boeing 737 NG,25.5,Boeing
FDB338_20190921,896469,A6-FGB,B738,OPST,OMDB,OMDB,,unclear,unclear,unknown,,,,,flydubai,False,Boeing 737 NG,8.4,Boeing
SKU621_20190921,e8032b,CC-AZH,A20N,SBGL,,SCEL,,,,,,,,,Sky Airline,False,Airbus A320 NEO,5.8,Airbus
EDV5383_20190922,ac5f32,N8969A,CRJ2,KBTV,KDTW,KDTW,,,,,,,,,Endeavor Air,False,Canadair CRJ 100,20.2,Canadair
AFR46MN_20190923,4ca6ad,EI-RJZ,RJ85,LFPG,LFPG,EIDW,LFPG,technical,return,unknown,,,,,Cityjet,False,BAe Avro RJ,26.6,BAE
ASA976_20190926,a360e3,N317AS,B739,KSEA,KBOI,KBOI,,,,,,,,,Alaska Airlines,False,Boeing 737 NG,21.7,Boeing
TOM683_20190930,400ff4,G-FDZD,B738,DTNH,LFLL,EGBB,LFLL,unclear,diverted,unknown,,,,,TUI Airways,False,Boeing 737 NG,17.5,Boeing
DAL541_20191001,a44591,N3744F,B738,KBOS,,KSEA,,,,,,,,,Delta Air Lines,False,Boeing 737 NG,23.7,Boeing
EXS6903_20191003,400f4c,G-LSAE,B752,EPKK,EGPH,EGPH,,landing_gear,planned,unknown,,,,,Jet2,False,Boeing 757,36.8,Boeing
SHT6P_20191003,4008ae,G-EUPO,A319,EGLL,EGLL,EGPF,EGLL,unclear,return,unknown,,,,,British Airways,False,Airbus A319,24.4,Airbus
BAW241R_20191005,400834,G-MIDX,A320,LIBD,LFSB,EGKK,LFSB,smoke_burn_smell_flames,diverted,unknown,4cda895e,smoke_burn_smell_flames,diverted,unknown,British Airways,False,Airbus A320,24.8,Airbus
UAL881_20191006,a1d8fd,N218UA,B772,KORD,,RJAA,,,,,,,,,United Airlines,False,Boeing 777,23.9,Boeing
RYR68UM_20191007,4cabc2,EI-FRT,B738,EHEH,EDSB,LEPA,EDSB,unclear,unclear,unknown,,,,,Ryanair,False,Boeing 737 NG,8.5,Boeing
AEE4258_20191007,4690e2,SX-DGB,A320,LGIR,LFLL,LFRG,LFLL,unclear,diverted,unknown,,,,,Aegean Airlines,False,Airbus A320,14.9,Airbus
AAL1612_20191008,ac90a8,N909AN,B738,KGSP,KDFW,KDFW,,,,,,,,,American Airlines,False,Boeing 737 NG,25.5,Boeing
JES3422_20191011,e0958f,LV-IVO,A320,SADP,,SAME,,,,,,,,,JetSMART Argentina,False,Airbus A320,5.7,Airbus
NKS565_20191011,a7debf,N606NK,A320,KDTW,KATL,KATL,,,,,,,,,Spirit Airlines,False,Airbus A320,13.8,Airbus
UPS801_20191013,a4dd5e,N412UP,B752,KSAT,KSDF,KSDF,,,,,,,,,UPS,True,Boeing 757,36.2,Boeing
BAW548_20191014,400ceb,G-EUXI,A321,EGLL,EGLL,LIRF,EGLL,technical,return,unknown,,,,,British Airways,False,Airbus A321,19.3,Airbus
JIA5437_20191014,a70812,N552NN,CRJ9,KCLT,KGRR,KGRR,,,,,,,,,PSA Airlines,False,Canadair CRJ 900,10.2,Canadair
UAL1090_20191014,abacd2,N851UA,A319,KIAH,,MMMX,,,,,,,,,United Airlines,False,Airbus A319,22.7,Airbus
EZY58WD_20191015,4010ee,G-EZBZ,A319,LICJ,EGGW,EGGW,,unclear,unclear,unknown,,,,,easyJet,False,Airbus A319,17.4,Airbus
BCS3611_20191017,3c5431,D-AEAQ,A306,EFHK,EFHK,EDDP,EFHK,unclear,return,unknown,,,,,EAT Leipzig,True,Airbus A300,30.8,Airbus
TVF78RT_20191018,3964f3,F-GZHT,B738,,LFPO,,,unclear,unclear,unknown,,,,,Transavia France,False,Boeing 737 NG,9.6,Boeing
TSC571_20191019,c07995,C-GUBC,A332,LIPZ,LFPG,CYUL,LFPG,technical,diverted,unknown,4ce407cd,heating,diverted,unknown,Air Transat,False,Airbus A330,21.8,Airbus
ASH5792_20191019,aca60d,N914FJ,CRJ9,KDFW,KDFW,KMLI,KDFW,unclear,unclear,unknown,,,,,Mesa Airlines,False,Canadair CRJ 900,20.8,Canadair
SWA4631_20191019,abaaa8,N8507C,B738,,KSEA,,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,8.1,Boeing
RYR21UJ_20191020,4ca1b9,EI-DAH,B738,EGPH,EGPH,LFBO,EGPH,bird,return,hold_to_reduce,,,,,Ryanair,True,Boeing 737 NG,21.9,Boeing
JBU61_20191025,ad2baa,N948JB,A321,KBOS,,TJSJ,,,,,,,,,JetBlue Airways,False,Airbus A321,9.7,Airbus
SWA3708_20191027,abe075,N8643A,B738,KBNA,KLAS,KRSW,KLAS,,,,,,,,Southwest Airlines,False,Boeing 737 NG,10.0,Boeing
ARG1465_20191027,e073cf,LV-GOO,B737,SANT,SAEZ,SAEZ,,,,,,,,,Aerolineas Argentinas,False,Boeing 737 NG,15.5,Boeing
HDA391_20191031,7801d4,B-HSN,A320,RJTT,,VHHH,RJTT,technical,return,unknown,,,,,Hong Kong Express,True,Airbus A320,19.6,Airbus
SRR6498_20191105,45ce4b,OY-SRK,B762,EDDK,EDDK,LIME,EDDK,unclear,unclear,unknown,,,,,Maersk Air,True,Boeing 767,39.9,Boeing
RYR14QD_20191108,4ca61c,EI-DWO,B738,LFBH,EGGW,EGSS,EGGW,unclear,unclear,unknown,,,,,Ryanair,False,Boeing 737 NG,17.0,Boeing
EXS3ZC_20191110,406caa,G-GDFU,B738,LEAL,LFRS,EGBB,LFRS,unclear,diverted,unknown,,,,,Jet2,False,Boeing 737 NG,23.8,Boeing
UAL275_20191110,a5ef0e,N48127,B752,KEWR,KLAX,KLAX,,,,,,,,,United Airlines,False,Boeing 757,26.8,Boeing
SWA2065_20191114,a1fd03,N227WN,B737,KJAX,KBNA,KBNA,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,19.0,Boeing
TSC691_20191116,c07877,C-GTQC,B738,MUSC,KMCO,CYYZ,KMCO,engine,diverted,hold_to_reduce,4cf65d38,engine,diverted,unknown,Air Transat,False,Boeing 737 NG,18.7,Boeing
DAL497_20191117,ac4d1a,N892DN,B739,KJFK,,MDSD,,,,,,,,,Delta Air Lines,False,Boeing 737,6.7,Boeing
PDT4780_20191118,a895b0,N652RS,E145,KSBY,KPHL,KPHL,,unclear,unclear,unknown,,,,,Piedmont Airlines,False,Embraer ERJ145,24.9,Embraer
AAL343_20191119,a10931,N166NN,A321,KSFO,KMIA,KMIA,,,,,,,,,American Airlines,False,Airbus A321,8.4,Airbus
BEE2AN_20191120,4072b7,G-PRPO,DH8D,EGAC,EGGP,EGLC,EGGP,unclear,diverted,unknown,,,,,Flybe,False,Bombardier DHC-8,16.3,Bombardier
WJA706_20190129,c07e62,C-GVWJ,B737,CYVR,CYYZ,CYYZ,,,,,,,,,WestJet,False,Boeing 737 NG,16.9,Boeing
EIN124_20191121,4ca842,EI-ELA,A333,KORD,,EIDW,,,,,,,,,Aer Lingus,False,Airbus A330,14.7,Airbus
SKW5639_20191121,abb645,N854AS,CRJ2,KCOS,KMCI,KORD,KMCI,unclear,unclear,unknown,,,,,West Air (USA),False,Canadair CRJ 100,24.7,Canadair
AAL1667_20191121,adb782,N983NN,B738,KSEA,KDFW,KDFW,,,,,,,,,American Airlines,False,Boeing 737 NG,9.0,Boeing
ARG1403_20191124,e072d4,LV-GKT,B738,SAME,,SABE,,,,,,,,,Aerolineas Argentinas,False,Boeing 737 NG,8.0,Boeing
RPA3597_20191124,a85949,N637RW,E170,KEWR,KCVG,KCLT,KCVG,,,,,,,,Envoy Air,False,Embraer ERJ170,20.0,Embraer
ENY4002_20191126,ab10cf,N812AE,E135,KDFW,KDFW,KMHK,KDFW,unclear,return,unknown,,,,,Contour Aviation,False,Embraer ERJ135,23.0,Embraer
UAE3PG_20191127,896484,A6-EUZ,A388,OMDB,EGCC,EGCC,,unclear,unclear,unknown,,,,,Emirates,False,Airbus A380,7.5,Airbus
SHT8H_20191127,405a48,G-EUUZ,A320,EGLL,EGPH,EGPH,,unclear,unclear,unknown,,,,,British Airways,False,Airbus A320,16.1,Airbus
ABR1538_20191128,39666a,F-GZTK,B734,EGNX,LFPG,LIMC,LFPG,unclear,diverted,unknown,,,,,ASL Airlines France,True,Boeing 737 Classic,33.2,Boeing
AAL1849_20191129,a2fcff,N292AY,A332,KCLT,KMCO,KMCO,,unclear,unclear,unknown,,,,,American Airlines,False,Airbus A330,10.7,Airbus
SVA3835D_20191201,71002a,HZ-ARA,B789,WMKK,VOBL,OEMA,VOBL,technical,diverted,unknown,4d010bc0,misc,diverted,unknown,Saudi Arabian Airlines,False,Boeing 787,8.9,Boeing
FDX903_20191201,a9fe30,N743FD,A306,KMEM,KMDT,KMDT,,,,,,,,,FedEx - Federal Express,True,Airbus A300,32.8,Airbus
AAL2620_20191203,acd481,N926AN,B738,KDFW,KIND,KIND,,,,,,,,,American Airlines,False,Boeing 737 NG,24.9,Boeing
LCO1721_20191205,a6b8d6,N532LA,B763,SBRF,,SBKP,,,,,,,,,LATAM,True,Boeing 767,24.3,Boeing
LCO1501_20191208,a6b8d6,N532LA,B763,LEMD,,GVAC,,,,,,,,,LATAM,True,Boeing 767,24.3,Boeing
LCO1721_20191205,a6b8d6,N532LA,B763,SBRF,,SBKP,,,,,,,,,LATAM,True,Boeing 767,24.3,Boeing
LCO1501_20191208,a6b8d6,N532LA,B763,LEMD,,GVAC,,,,,,,,,LATAM,True,Boeing 767,24.3,Boeing
TAR791_20191206,02a192,TS-IMS,A320,EGLL,LFML,DTTA,LFML,unclear,diverted,unknown,,,,,Tunisair,False,Airbus A320,13.6,Airbus
SWA6542_20191209,a27380,N257WN,B737,KBNA,KDEN,KDEN,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,18.2,Boeing
DAL379_20191211,a4076a,N359NB,A319,KSEA,KGEG,KGEG,,,,,,,,,Delta Air Lines,False,Airbus A319,21.8,Airbus
NKS8124_20191211,a86a28,N641NK,A320,KMCO,KDTW,KLAS,KDTW,,,,,,,,Spirit Airlines,False,Airbus A320,9.6,Airbus
SKW5372_20191212,a5aa1c,N464SW,CRJ2,KPSC,KSFO,KSFO,,,,,,,,,West Air (USA),False,Canadair CRJ 100,21.3,Canadair
ENY3766_20191215,a8e6e2,N673AE,E145,KBWI,KORD,KORD,,,,,,,,,Envoy Air,False,Embraer ERJ145,20.6,Embraer
UAL986_20191215,a86e6c,N642UA,B763,LFPG,EGCC,KORD,EGCC,fuel_leak,diverted,fueldump,4d0ae8b5,fuel_leak,diverted,unknown,United Airlines,False,Boeing 767,33.6,Boeing
GLO7720_20191216,e48854,PR-GUH,B738,SBGL,,SCEL,,,,,,,,,Transportes Aereos Inter,False,Boeing 737 NG,13.5,Boeing
ASA1758_20191218,a2e26a,N285VA,A320,KSEA,KSJC,KSJC,,,,,,,,,Alaska Airlines,False,Airbus A320,9.0,Airbus
CAL919_20191219,8991a8,B-18360,A333,RCTP,VHHH,VHHH,,,,,,,,,China Airlines,False,Airbus A330,11.2,Airbus
KYE1332_20191219,ac7a61,N903AR,B744,KSDF,KMIA,KMIA,,,,,,,,,SkyLease Cargo,True,Boeing 747,22.1,Boeing
SAS2549_20191220,4caf7e,EI-SIE,A20N,ESSA,EGCC,EGCC,,unclear,planned,unknown,,,,,SAS Ireland,False,Airbus A320,6.9,Airbus
ARG1304_20191222,e0638c,LV-FNL,A332,SAEZ,,KMIA,,,,,,,,,Aerolineas Argentinas,False,Airbus A330,24.1,Airbus
SWA3794_20191223,acc799,N922WN,B737,KOAK,KHOU,KHOU,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,16.5,Boeing
ENY3498_20191225,abb9f0,N855AE,E135,KTRI,KDFW,KDFW,,,,,,,,,Envoy Air,False,Embraer ERJ140,21.2,Embraer
CJT550_20191227,c04aca,C-GCIJ,B763,CYYC,CYWG,CYWG,,,,,,,,,Cargojet,True,Boeing 767,29.2,Boeing
QTR2FV_20191230,06a0b3,A7-BCO,B788,OTHH,UUDD,ENGM,UUDD,technical,diverted,unknown,4d19dc61,engine,diverted,unknown,Qatar Airways,False,Boeing 787,10.4,Boeing
EDV5022_20191230,ab6ebb,N836AY,CRJ2,KATL,KXNA,KGNV,KXNA,,,,,,,,Endeavor Air,False,Canadair CRJ 100,19.4,Canadair
WJA1681_20191231,c06e93,C-GPWS,B736,KJFK,CYYC,CYYC,,,,,,,,,WestJet,False,Boeing 737 NG,19.3,Boeing
KLM35N_20200102,48418b,PH-BXP,B739,EHAM,EGCC,EGCC,,unclear,planned,unknown,,,,,KLM,False,Boeing 737,23.3,Boeing
JBU296_20190617,a7456c,N568JB,A320,KPDX,,KBOS,,,,,,,,,JetBlue Airways,False,Airbus A320,21.4,Airbus
DLH26V_20200102,3c65c6,D-AINF,A20N,LEBB,EDDF,EDDF,,unclear,unclear,unknown,,,,,Lufthansa,False,Airbus A321,7.3,Airbus
POE944_20200102,c06360,C-GLQL,DH8D,KBOS,CYYZ,CYTZ,CYYZ,,,,,,,,Porter Airlines,False,Bombardier DHC-8,15.6,Bombardier
ASA284_20200104,a3649a,N318AS,B739,KSMF,,MMSD,,,,,,,,,Alaska Airlines,False,Boeing 737 NG,21.5,Boeing
UAL2382_20200105,a6045d,N487UA,A320,KSFO,,MMSD,,,,,,,,,United Airlines,False,Airbus A320,23.0,Airbus
EZY745P_20200106,405638,G-EZDJ,A319,EGGW,EGPH,EGPH,,unclear,planned,unknown,,,,,easyJet,False,Airbus A319,16.5,Airbus
UPS285_20200110,a40455,N358UP,B763,ENGM,EDDK,EDDK,,unclear,unclear,unknown,4d1d44b4,flaps,planned,unknown,UPS,True,Boeing 767,11.5,Boeing
AAL578_20200111,a77b76,N581UW,A321,KPHX,KSEA,KSEA,,,,,,,,,American Airlines,False,Airbus A321,10.5,Airbus
AFR006_20200111,39bd23,F-HPJD,A388,LFPG,,KJFK,,,,,,,,,Air France,False,Airbus A380,14.7,Airbus
VOZ721_20200112,7c1b2d,VH-FNJ,F100,YPAD,YPPH,YPPH,,smoke_burn_smell_flames,planned,unknown,,,,,Alliance Airlines,False,Fokker 100,30.6,Fokker
SAS1521_20200113,4caf95,EI-FPX,CRJ9,EKCH,EGPH,EGPD,EGPH,unclear,diverted,unknown,,,,,SAS Ireland,False,Canadair CRJ 900,6.8,Canadair
EZY18CT_20200113,400f02,G-EZBH,A319,EGPH,EGBB,EGKK,EGBB,weather_damage,diverted,unknown,,,,,easyJet,False,Airbus A319,18.0,Airbus
BAW79J_20200114,400d5b,G-DBCH,A319,EGJJ,EGBB,EGKK,EGBB,unclear,diverted,unknown,,,,,British Airways,False,Airbus A319,18.8,Airbus
ENY4130_20200119,a91e11,N687JS,E145,KORD,KORD,KLSE,KORD,landing_gear,return,unknown,,,,,Envoy Air,False,Embraer ERJ145,20.2,Embraer
AAL2618_20200119,aa15cc,N749US,A319,KDFW,KXNA,KRNO,KXNA,,,,,,,,American Airlines,False,Airbus A319,24.2,Airbus
SWA2310_20181229,abc7a3,N8581Z,B738,KBWI,KALB,KALB,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,6.3,Boeing
QFA568_20180413,7c5321,VH-QPF,A333,YPPH,,YSSY,YMML,cabin_pressure,diverted,unknown,4b753958,cabin_pressure,diverted,unknown,Qantas,False,Airbus A330,20.6,Airbus
DAL2817_20180531,ac259b,N882DN,B739,KSLC,KMCO,KMCO,,,,,,,,,Delta Air Lines,False,Boeing 737 NG,7.3,Boeing
SCX8250_20200124,ab3da7,N823SY,B738,KSDF,KCMH,KCMH,,,,,,,,,Sun Country Airlines,False,Boeing 737 NG,20.2,Boeing
ICE10K_20200125,4cc268,TF-FIC,B752,KORD,,BIKF,,,,,,,,,Icelandair,False,Boeing 757,24.5,Boeing
MAC128P_20200126,02012b,CN-NML,A320,EHAM,LFPG,GMTT,LFPG,unclear,diverted,unknown,,,,,Air Arabia Maroc,False,Airbus A320,13.2,Airbus
JBU597_20200126,adc238,N986JB,A321,KBOS,,KSEA,,,,,,,,,JetBlue Airways,False,Airbus A321,7.2,Airbus
AFL1713_20200127,424568,VQ-BPJ,A333,UHHH,,UUEE,UHHH,bomb_threat,return,unknown,,,,,Aeroflot,False,Airbus A330,12.4,Airbus
BAW12DT_20200127,400a26,G-EUUR,A320,LHBP,,EGLL,,unclear,planned,unknown,,,,,British Airways,False,Airbus A320,21.5,Airbus
SWA1687_20190129,a7130c,N555LV,B737,KBWI,,TJSJ,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,13.7,Boeing
DAL392_20200128,a45f59,N381DN,B738,MPTO,KATL,KATL,,,,,,,,,Delta Air Lines,False,Boeing 737 NG,25.2,Boeing
SWA2192_20200129,abc478,N8575Z,B738,KDEN,KHOU,KHOU,,,,,,,,,Southwest Airlines,False,Boeing 737 NG,6.5,Boeing
